Cruise ,Station,Type ,mon/day/yr,hh:mm,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth[m],Depth[m],Reference ,Doi,Pre-Press (calculated),Press ,Day ,Month ,Year ,ONI 3.4 region,ANOM 3.4 region,TNI,1+2 Coast,PDO state,Temperature insitu ,Temperature pot,Salinity CTD,Salinity bottle,Density sigma t,Density Kg/L,Oxygen (umol/Kg),Oxygen (umol/L),Oxygen (ml/L),AOU (umol/Kg),Oxygen (mg/L),PO4 [µmol/l],PO4 [µmol/Kg],NO2 [µmol/l],NO2 [µmol/Kg],SiO4 [µmol/l],SiO4 [µmol/Kg],NO3 [µmol/Kg],TCO2,DIC umol kg-1,Alkalinity (umol/Kg) measurement ,Alkalinity (umol/Kg) SW,pH NBS at 25C,pH sea water,pH total,pH plots,CFC12,"WCa at measurement conditions (20°C, P=0)","WAr at measurement conditions (20°C, P=0)",CO32-measurement conditions(µmol/kgSW),HCO3 measurements conditions (µmol/kgSW),WCa at ambient temp and P,WAr at at ambient temp and P,CO32- ambient temp and P µmol/kg SW),d18O,SD ?18O,d18O corr ,SD ?18O,dD,SD ?D,d13C,SD d13C,d13C Cristian,d18O eq calcite Kim and Oneil 1995 Discrimit ,d18O eq calcite Kim and Oneil 1995 d18O cal-d18Osw (theoretical one),d18O eq calcite Kim and Oneil 1995 d18O Equation ,"d18O eq calcite Lynch et al., 1999",d18Oeq Marchitto et al 2014,d18Oeq Marchitto et al 2014 cuadratic,Discriminate,Value discriminate,ESSW,ESSW %,AAIW,AAIW %,PDW,PDW %,STW,STW%,SAAW,SAAW %,Remineralization OMP,Denitrification OMP,Denitrification/100,Extrainfo,Extrainfo2,st,depth ,presure
Taitao Cimar,st17,CTD/Bottle ,*,*,-75.59,-44.92,900,25,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,25.19,12,11,2018,0.9,0.86,-1.734,22.46,-0.78,10.94,,33.29,,25.46,1.025,244.76,250.99,5.62,27.9105,,0.69,0.67,0.25,0.24,1.33,1.3,3.69,,,,,,,,,,,,,,,,,-0.18,0.05,-0.18,0.05,-2.07,0.27,1.79,0.05,,15.796,1.163,0.983,0.633,0.629,1.766,,,,,,,,,,,,,,,,Bottle,,,,
Taitao Cimar,st17,CTD/Bottle ,*,*,-75.59,-44.92,900,50,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,50.38,12,11,2018,0.9,0.86,-1.734,22.46,-0.78,10.57,,33.49,,25.68,1.026,218.15,223.75,5.01,56.3941,,0.91,0.89,0.35,0.34,1.91,1.86,7.38,,,2229.18,2227.216064,8.06,8.18,,8.18,,3.39000382,2.197208195,140.17,,3.243931861,2.061045587,136.2,-0.1,0.05,-0.1,0.05,-1.49,0.21,1.49,0.05,,15.589,1.256,1.156,0.79,0.792,1.849,,,,,,,,,,,,,,,,Bottle,,,,
Taitao Cimar,st17,CTD/Bottle ,*,*,-75.59,-44.92,900,100,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,100.8,12,11,2018,0.9,0.86,-1.734,22.46,-0.78,9.88,,33.81,,26.04,1.026,213.71,219.28,4.91,64.4922,,1.16,1.13,0.13,0.13,2.61,2.54,11.63,,,2229.18,2225.923584,7.99,8.12,,8.12,,2.966074641,1.923676188,122.93,,2.793427956,1.774880833,118.62,-0.04,0.03,-0.04,0.03,-1.03,0.03,1.34,0.03,,15.203,1.432,1.392,0.995,1.007,1.923,,,0,0,0.11,10.76,,,0,0,0.99,98.96,0.15,5.04,0.05,Bottle,,st17,900,100.8
Taitao Cimar,st17,CTD/Bottle ,*,*,-75.59,-44.92,900,500,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,504.68,12,11,2018,0.9,0.86,-1.734,22.46,-0.78,5.63,,34.22,,26.98,1.027,179.16,184,4.12,126.9701,,1.73,1.68,0.09,0.09,9.03,8.79,17.45,,,2307.4,2297.756836,7.9,8.07,,8.07,,2.571622817,1.669142869,106.9,,2.170580764,1.378215315,100.02,0.12,0.04,0.12,0.04,-0.2,0.23,1.09,0.04,,12.823,2.568,2.688,2.048,2.119,2.399,,,0.32,32.24,0.75,74.64,0,0,,,,,0,11.3,0.11,Bottle,,st17,,504.68
Taitao Cimar,st17,CTD/Bottle ,*,*,-75.59,-44.92,900,900,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,909.23,12,11,2018,0.9,0.86,-1.734,22.46,-0.78,4.02,,34.31,,27.24,1.027,143.91,147.82,3.31,174.4171,,2.33,2.27,0.08,0.08,31.45,30.62,24.57,,,2307.4,2293.013916,7.85,8.02,,8.02,,2.318319727,1.504978338,96.43,,1.764735365,1.124090987,88.32,0.17,0.04,0.17,0.04,-0.01,0.12,0.86,0.03,,11.921,3.026,3.196,2.436,2.53,2.673,,,0.2,19.63,0.59,58.83,0.22,21.54,,,,,0,6.85,0.07,Bottle,,st17,,909.23
Taitao Cimar,st21,CTD/Bottle ,*,*,-75.66,-45.72,400,2,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,2.23,5,11,2018,0.9,0.86,-1.734,22.46,-0.78,10.57,,33.01,,25.3,1.025,258.73,265.28,5.94,16.6147,,0.57,0.56,0.2,0.2,1.4,1.37,4.36,,,,,,,,,,,,,,,,,-0.32,0.02,-0.32,0.02,-2.32,0.01,1.72,0.04,,15.589,1.256,0.936,0.57,0.572,1.629,,,,,,,,,,,,,,,,Bottle,,,,
Taitao Cimar,st21,CTD/Bottle ,*,*,-75.66,-45.72,400,5,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,5.01,5,11,2018,0.9,0.86,-1.734,22.46,-0.78,10.57,,33.01,,25.3,1.025,321.46,329.59,7.38,-46.1131,,0.48,0.47,0.17,0.17,1.58,1.54,3.75,,,,,,,,,,,,,,,,,-0.23,0.04,-0.23,0.04,-2.11,0.24,1.78,0.05,,15.589,1.256,1.026,0.66,0.662,1.719,,,,,,,,,,,,,,,,Bottle,,,,
Taitao Cimar,st21,CTD/Bottle ,*,*,-75.66,-45.72,400,25,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,25.13,5,11,2018,0.9,0.86,-1.734,22.46,-0.78,10.44,,33.01,,25.32,1.025,243.92,250.1,5.6,32.2247,,0.59,0.58,0.21,0.2,1.26,1.23,4.49,,,,,,,,,,,,,,,,,-0.31,0.05,-0.31,0.05,-2.04,0.11,1.71,0.02,,15.516,1.289,0.979,0.608,0.611,1.641,,,,,,,,,,,,,,,,Bottle,,,,
Taitao Cimar,st21,CTD/Bottle ,*,*,-75.66,-45.72,400,50,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,50.42,5,11,2018,0.9,0.86,-1.734,22.46,-0.78,10.38,,33.02,,25.34,1.025,252.63,259.03,5.8,23.8779,,0.58,0.57,0.2,0.2,3,2.93,4.41,,,2229.18,2227.94165,8.1,8.23,,8.23,,3.638922619,2.356179149,149.95,,3.484020249,2.210695485,145.88,-0.27,0.05,-0.27,0.05,-2.08,0.28,1.65,0.06,,15.483,1.304,1.034,0.66,0.665,1.682,,,,,,,,,,,,,,,,Bottle,,,,
Taitao Cimar,st21,CTD/Bottle ,*,*,-75.66,-45.72,400,100,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,100.9,5,11,2018,0.9,0.86,-1.734,22.46,-0.78,9.45,,33.78,,26.09,1.026,228.07,234.02,5.24,52.8485,,0.91,0.89,0.23,0.22,3.3,3.22,11.31,,,2229.18,2225.816162,7.98,8.11,,8.11,,2.906456688,1.884899552,120.43,,2.730768293,1.733728531,115.95,-0.18,0.09,-0.18,0.09,-1.07,0.31,1.24,0.02,,14.962,1.543,1.363,0.946,0.963,1.797,,,0,0,0.16,16.01,,,0,0,0.95,94.98,0,3.4,0.03,Bottle,,st21,400,100.9
Taitao Cimar,st21,CTD/Bottle ,*,*,-75.66,-45.72,400,400,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,403.75,5,11,2018,0.9,0.86,-1.734,22.46,-0.78,5.96,,34.23,,26.95,1.027,168.3,172.83,3.87,135.3588,,1.77,1.72,0.02,0.02,9.89,9.63,22.07,,,2268.29,2259.906494,7.85,8.01,,8.01,,2.282191006,1.481310626,94.88,,1.959642069,1.243310048,88.52,0.08,0.08,0.08,0.08,0.15,0.2,0.72,0.02,,13.008,2.476,2.556,1.938,2.005,2.321,,,0.16,15.99,0.59,58.89,,,0.04,4.37,0.21,20.75,0,2.58,0.03,Bottle,,st21,400,403.75
Taitao Cimar,st25,CTD/Bottle ,*,*,-75.81,-46.79,900,2,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,1.96,6,11,2018,0.9,0.86,-1.734,22.46,-0.78,10.23,,33.3,,25.59,1.026,246.03,252.33,5.65,30.8636,,0.8,0.78,0.3,0.29,0.87,0.85,4.73,,,,,,,,,,,,,,,,,-0.25,0.04,-0.25,0.04,-2.37,0.08,1.72,0.05,,15.399,1.342,1.092,0.712,0.718,1.705,,,,,,,,,,,,,,,,Bottle,,,,
Taitao Cimar,st25,CTD/Bottle ,*,*,-75.81,-46.79,900,12,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,12.1,6,11,2018,0.9,0.86,-1.734,22.46,-0.78,10.24,,33.3,,25.58,1.026,234.71,240.72,5.39,42.1298,,0.66,0.64,0.27,0.26,0.17,0.17,4.41,,,,,,,,,,,,,,,,,-0.17,0.01,-0.17,0.01,-2.16,0.02,1.8,0.03,,15.404,1.34,1.17,0.79,0.796,1.785,,,,,,,,,,,,,,,,Bottle,,,,
Taitao Cimar,st25,CTD/Bottle ,*,*,-75.81,-46.79,900,25,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,25.25,6,11,2018,0.9,0.86,-1.734,22.46,-0.78,10.24,,33.3,,25.58,1.026,249.52,255.9,5.73,27.3289,,0.69,0.67,0.28,0.27,1.35,1.32,4.33,,,,,,,,,,,,,,,,,-0.16,0.03,-0.16,0.03,-2,0.14,1.76,0.03,,15.404,1.34,1.18,0.8,0.806,1.795,,,,,,,,,,,,,,,,Bottle,,,,
Taitao Cimar,st25,CTD/Bottle ,*,*,-75.81,-46.79,900,100,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,100.79,6,11,2018,0.9,0.86,-1.734,22.46,-0.78,9.57,,33.73,,26.03,1.026,230.26,236.25,5.29,49.9998,,1.03,1,0.27,0.26,1.55,1.51,8.92,,,2229.18,2225.952637,8.02,8.15,,8.15,,3.143960046,2.03872447,130.22,,2.962484274,1.881031938,125.75,0,0,0,0,-1,0.07,1.37,0.04,,15.029,1.512,1.512,1.1,1.116,1.973,,,0,0,0.14,14.2,,,0,0,0.99,99.48,0.03,6.12,0.06,Bottle,,st25,900,100.79
Taitao Cimar,st25,CTD/Bottle ,*,*,-75.81,-46.79,900,300,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,302.83,6,11,2018,0.9,0.86,-1.734,22.46,-0.78,6.85,,34.23,,26.83,1.027,143.53,147.38,3.3,153.7878,,2.05,2,0.14,0.14,9.21,8.97,20.1,,,,,,,,,,,,,,,,,0.19,0.03,0.19,0.03,0.15,0.23,,,,13.506,2.232,2.422,1.862,1.916,2.338,,,0.26,25.66,0.42,42.34,,,0,0,0.32,32.35,0.07,6.01,0.06,Bottle,,st25,900,302.83
Taitao Cimar,st25,CTD/Bottle ,*,*,-75.81,-46.79,900,500,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,504.76,6,11,2018,0.9,0.86,-1.734,22.46,-0.78,5.46,,34.21,,27,1.027,192.64,197.84,4.43,114.7527,,1.73,1.68,0.16,0.16,7.47,7.27,16.48,,,2307.4,2297.729736,7.93,8.1,,8.1,,2.732712239,1.773667539,113.59,,2.312015275,1.467682646,106.56,0.05,0.07,0.05,0.07,-0.36,0.04,1.04,0.05,,12.728,2.616,2.666,2.013,2.087,2.35,,,0.3,30.16,0.76,76.49,0,0,,,,,0,12.19,0.12,Bottle,,st25,,504.76
Taitao Cimar,st25,CTD/Bottle ,*,*,-75.81,-46.79,900,900,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,909.5,6,11,2018,0.9,0.86,-1.734,22.46,-0.78,3.9,,34.31,,27.25,1.027,147.38,151.4,3.39,171.8836,,2.33,2.27,0.17,0.17,29.02,28.25,22.48,,,2307.4,2292.968994,7.89,8.07,,8.07,,2.516746233,1.633790421,104.69,,1.924925077,1.22597383,96.37,0.19,0.19,0.19,0.19,0.04,0.48,0.84,0.05,,11.854,3.061,3.251,2.481,2.576,2.712,,,0.18,18.48,0.59,59.26,0.22,22.26,,,,,0,8.93,0.09,Bottle,,st25,,909.5
Taitao Cimar,st32,CTD/Bottle ,*,*,-75.58,-47.66,100,2,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,2.03,8,11,2018,0.9,0.86,-1.734,22.46,-0.78,10.13,,32.81,,25.22,1.025,266.6,273.32,6.12,11.767,,0.72,0.7,0.22,0.21,0.46,0.45,4.6,,,,,,,,,,,,,,,,,-0.6,0.08,-0.6,0.08,-3.16,0.23,1.52,0.04,,15.343,1.368,0.768,0.383,0.391,1.357,,,,,,,,,,,,,,,,Bottle,,,,
Taitao Cimar,st32,CTD/Bottle ,*,*,-75.58,-47.66,100,5,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,5.06,8,11,2018,0.9,0.86,-1.734,22.46,-0.78,10.13,,32.82,,25.23,1.025,270.95,277.79,6.22,7.4014,,0.72,0.7,0.22,0.21,0.56,0.55,4.53,,,,,,,,,,,,,,,,,-0.75,0.01,-0.75,0.01,-3.58,0.27,1.64,0.05,,15.343,1.368,0.618,0.233,0.241,1.207,,,,,,,,,,,,,,,,Bottle,,,,
Taitao Cimar,st32,CTD/Bottle ,*,*,-75.58,-47.66,100,12,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,12.05,8,11,2018,0.9,0.86,-1.734,22.46,-0.78,10.07,,32.83,,25.25,1.025,255.7,262.15,5.87,23.0069,,0.77,0.75,0.23,0.22,0.74,0.72,4.63,,,,,,,,,,,,,,,,,,,,,,,1.68,0.04,,,,,,,,,,,,,,,,,,,,,,,Bottle,,,,
Taitao Cimar,st32,CTD/Bottle ,*,*,-75.58,-47.66,100,25,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,25.26,8,11,2018,0.9,0.86,-1.734,22.46,-0.78,10.03,,32.87,,25.28,1.025,256.56,263.05,5.89,22.331,,0.84,0.82,0.25,0.24,0.48,0.47,4.94,,,,,,,,,,,,,,,,,-0.77,0.07,-0.77,0.07,-3.64,0.25,1.66,0.04,,15.287,1.393,0.623,0.234,0.243,1.189,,,,,,,,,,,,,,,,Bottle,,,,
Taitao Cimar,st32,CTD/Bottle ,*,*,-75.58,-47.66,100,50,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,50.53,8,11,2018,0.9,0.86,-1.734,22.46,-0.78,10.05,,33.02,,25.4,1.025,254.35,260.81,5.84,24.1702,,0.83,0.81,0.23,0.22,0.95,0.93,4.34,,,,,,,,,,,,,,,,,-0.64,0.05,-0.64,0.05,-3.05,0.26,1.47,0.05,,15.298,1.388,0.748,0.36,0.369,1.319,,,,,,,,,,,,,,,,Bottle,,,,
Taitao Cimar,st32,CTD/Bottle ,*,*,-75.58,-47.66,100,100,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,100.75,8,11,2018,0.9,0.86,-1.734,22.46,-0.78,9.07,,33.6,,26.01,1.026,224.6,230.45,5.16,59.037,,1.09,1.06,0.3,0.29,1.73,1.69,8.41,,,2229.18,2225.993408,8.03,8.17,,8.17,,3.200120482,2.074602165,132.43,,3.011115296,1.909864055,127.73,-0.42,0.08,-0.42,0.08,-1.93,0.2,1.36,0.04,,14.749,1.641,1.221,0.785,0.808,1.573,,,0,0,0.2,19.79,,,0,0,1,100.41,0.07,7.59,0.08,Bottle,,st32,100,100.75
SO261,7,CTD/Bottle ,*,*,-70.88,-23.88,1400,5,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,8,6,3,2018,-0.6,,-1.32,25.13,-0.71,18.78,18.77,34.56,,24.74,1.025,253.88,260.16,5.97,-23.013,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.03,0.12,0.03,0.35,0.32,,,,20.187,-0.689,-0.567,-0.712,-0.825,2.71,,,,,,,,,,,,,,,,,,,,
SO261,7,CTD/Bottle ,*,*,-70.88,-23.88,1400,50,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,52,6,3,2018,-0.6,,-1.32,25.13,-0.71,13.91,13.9,34.36,,25.71,1.026,183.35,188.06,4.32,71.0792,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.02,0.04,0.02,0.06,0.04,,,,17.46,0.434,0.47,0.224,0.18,2.066,,,,,,,,,,,,,,,,,,,,
SO261,7,CTD/Bottle ,*,*,-70.88,-23.88,1400,200,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,203,6,3,2018,-0.6,,-1.32,25.13,-0.71,11.94,11.92,34.82,,26.46,1.026,0.68,0.7,0.02,263.7787,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.05,0.2,0.05,1.25,0.3,,,,16.356,0.913,1.111,0.8,0.783,2.15,,,,,,,,,,,,,,,,,,,,
SO261,7,CTD/Bottle ,*,*,-70.88,-23.88,1400,500,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,506,6,3,2018,-0.6,,-1.32,25.13,-0.71,7.7,7.65,34.53,,26.96,1.027,24.55,25.21,0.58,266.5612,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.04,0.12,0.04,0.3,0.19,,,,13.982,2.003,2.119,1.609,1.651,2.192,,,,,,,,,,,,,,,,,,,,
SO261,7,CTD/Bottle ,*,*,-70.88,-23.88,1400,800,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,808,6,3,2018,-0.6,,-1.32,25.13,-0.71,5.36,5.29,34.45,,27.21,1.027,63.41,65.13,1.5,244.4304,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,0.1,-0.07,0.1,-0.57,0.32,,,,12.672,2.644,2.57,1.911,1.986,2.239,,,,,,,,,,,,,,,,,,,,
SO261,7,CTD/Bottle ,*,*,-70.88,-23.88,1400,1000,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,1010,6,3,2018,-0.6,,-1.32,25.13,-0.71,4.28,4.2,34.49,,27.36,1.027,70.8,72.74,1.67,245.2049,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,0.05,-0.01,0.05,-0.42,0.12,,,,12.067,2.951,2.939,2.199,2.289,2.451,,,,,,,,,,,,,,,,,,,,
SO261,7,CTD/Bottle ,*,*,-70.88,-23.88,1400,1400,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,1417,6,3,2018,-0.6,,-1.32,25.13,-0.71,3.03,2.93,34.57,,27.55,1.028,93.76,96.34,2.22,232.2014,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.26,0.22,0.26,-0.11,0.75,,,,11.367,3.316,3.534,2.691,2.799,2.886,,,,,,,,,,,,,,,,,,,,
SO261,39,CTD/Bottle ,*,*,-71.51,-23.62,6000,50,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,54,12,3,2018,-0.6,,-1.32,25.13,-0.71,14.47,14.47,34.62,,25.8,1.026,142.41,146.08,3.36,108.7253,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.04,0.02,0.04,0.83,0.38,,,,17.773,0.301,0.322,0.092,0.04,2.089,,,,,,,,,,,,,,,,,,,,
SO261,39,CTD/Bottle ,*,*,-71.51,-23.62,6000,500,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,507,12,3,2018,-0.6,,-1.32,25.13,-0.71,7.9,7.85,34.55,,26.94,1.027,17.92,18.4,0.42,271.8274,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.01,0.03,0.01,0.67,0.12,,,,14.094,1.949,1.984,1.486,1.525,2.096,,,,,,,,,,,,,,,,,,,,
SO261,39,CTD/Bottle ,*,*,-71.51,-23.62,6000,1000,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,1013,12,3,2018,-0.6,,-1.32,25.13,-0.71,4.33,4.25,34.5,,27.36,1.027,65.26,67.05,1.54,250.3404,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,0.05,-0.05,0.05,-0.04,0.14,,,,12.095,2.937,2.887,2.151,2.24,2.406,,,,,,,,,,,,,,,,,,,,
SO261,39,CTD/Bottle ,*,*,-71.51,-23.62,6000,2000,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,2028,12,3,2018,-0.6,,-1.32,25.13,-0.71,2.25,2.11,34.63,,27.67,1.028,108.71,111.72,2.57,223.9588,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,0.04,-0.09,0.04,-0.34,0.19,,,,10.93,3.55,3.457,2.545,2.663,2.722,,,,,,,,,,,,,,,,,,,,
SO261,39,CTD/Bottle ,*,*,-71.51,-23.62,6000,3000,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,3046,12,3,2018,-0.6,,-1.32,25.13,-0.71,1.79,1.56,34.68,,27.75,1.028,133.01,136.7,3.15,204.2242,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,0.04,-0.08,0.04,-0.3,0.1,,,,10.672,3.69,3.608,2.652,2.777,2.825,,,,,,,,,,,,,,,,,,,,
SO261,39,CTD/Bottle ,*,*,-71.51,-23.62,6000,4000,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,4071,12,3,2018,-0.6,,-1.32,25.13,-0.71,1.73,1.39,34.69,,27.77,1.028,138.98,142.84,3.29,199.6729,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,0.03,-0.06,0.03,-0.33,0.22,,,,10.639,3.708,3.644,2.682,2.808,2.855,,,,,,,,,,,,,,,,,,,,
SO261,39,CTD/Bottle ,*,*,-71.51,-23.62,6000,5000,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,5099,12,3,2018,-0.6,,-1.32,25.13,-0.71,1.79,1.33,34.69,,27.77,1.028,140.37,144.26,3.32,198.8343,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,0.1,-0.09,0.1,-0.31,0.08,,,,10.672,3.69,3.603,2.647,2.772,2.82,,,,,,,,,,,,,,,,,,,,
SO261,39,CTD/Bottle ,*,*,-71.51,-23.62,6000,6000,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,6131,12,3,2018,-0.6,,-1.32,25.13,-0.71,1.92,1.32,34.69,,27.78,1.028,141.49,145.41,3.35,197.7995,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,0.02,-0.12,0.02,-1.03,0.07,,,,10.745,3.65,3.526,2.583,2.706,2.756,,,,,,,,,,,,,,,,,,,,
SO261,41,CTD/Bottle ,*,*,-71.51,-23.55,,5,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,5,13,3,2018,-0.6,,-1.32,25.13,-0.71,22.21,22.21,34.87,,24.06,1.024,206.76,211.74,4.86,9.6291,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.03,0.18,0.03,1.06,0.2,,,,22.108,-1.435,-1.257,-1.375,-1.536,3.473,,,,,,,,,,,,,,,,,,,,
SO261,02_82,CTD/Bottle ,*,*,-71.33,-21.82,6000,5,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,5,22,3,2018,-0.6,,-1.32,25.13,-0.71,19.87,19.87,34.71,,24.58,1.025,244.43,250.44,5.75,-18.4233,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.06,0.22,0.06,1.09,0.37,,,,20.797,-0.93,-0.714,-0.847,-0.975,3.001,,,,,,,,,,,,,,,,,,,,
SO261,02_82,CTD/Bottle ,*,*,-71.33,-21.82,6000,50,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,54,22,3,2018,-0.6,,-1.32,25.13,-0.71,13.19,13.19,34.55,,26.01,1.026,65.05,66.74,1.54,192.8853,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.04,0.13,0.04,0.7,0.2,,,,17.054,0.609,0.742,0.475,0.44,2.126,,,,,,,,,,,,,,,,,,,,
SO261,02_82,CTD/Bottle ,*,*,-71.33,-21.82,6000,500,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,507,22,3,2018,-0.6,,-1.32,25.13,-0.71,7.22,7.17,34.51,,27.01,1.027,32,32.87,0.76,262.3781,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.08,0.06,0.08,0.13,0.2,,,,13.713,2.132,2.193,1.655,1.704,2.176,,,,,,,,,,,,,,,,,,,,
SO261,02_82,CTD/Bottle ,*,*,-71.33,-21.82,6000,1000,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,1012.33,22,3,2018,-0.6,,-1.32,25.13,-0.71,4.29,4.21,34.51,,27.38,1.027,58.81,60.42,1.39,257.0764,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,0.02,-0.1,0.02,-0.51,0.03,,,,12.071,2.949,2.85,2.111,2.201,2.363,,,,,,,,,,,,,,,,,,,,
SO261,02_82,CTD/Bottle ,*,*,-71.33,-21.82,6000,2000,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,2026.5,22,3,2018,-0.6,,-1.32,25.13,-0.71,2.21,2.06,34.64,,27.68,1.028,108.51,111.52,2.57,224.4709,,,,,,,,,,,,,,,,,,,,,,,,,-0.15,0.01,-0.15,0.01,-0.9,0.07,,,,10.905,3.563,3.414,2.498,2.617,2.674,,,,,,,,,,,,,,,,,,,,
SO261,02_82,CTD/Bottle ,*,*,-71.33,-21.82,6000,3000,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,3046,22,3,2018,-0.6,,-1.32,25.13,-0.71,1.79,1.56,34.68,,27.75,1.028,121.1,124.46,2.86,216.1339,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,0.02,-0.1,0.02,-0.81,0.05,,,,10.672,3.69,3.589,2.633,2.758,2.806,,,,,,,,,,,,,,,,,,,,
SO261,02_82,CTD/Bottle ,*,*,-71.33,-21.82,6000,4000,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,4069,22,3,2018,-0.6,,-1.32,25.13,-0.71,1.75,1.41,34.69,,27.77,1.028,136.85,140.65,3.24,201.6325,,,,,,,,,,,,,,,,,,,,,,,,,-0.11,0.01,-0.11,0.01,-0.72,0.02,,,,10.65,3.702,3.588,2.629,2.754,2.801,,,,,,,,,,,,,,,,,,,,
SO261,02_82,CTD/Bottle ,*,*,-71.33,-21.82,6000,5000,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017525,,5098,22,3,2018,-0.6,,-1.32,25.13,-0.71,1.79,1.33,34.69,,27.77,1.028,138.89,142.74,3.29,200.3136,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,0.08,-0.13,0.08,-0.81,0.36,,,,10.672,3.69,3.562,2.606,2.731,2.779,,,,,,,,,,,,,,,,,,,,
